CustomerID,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,pred_Churn,cluster
51077,0.0,Phone,1,14.0,Credit Card,Male,3.0,4,Mobile Phone,3,Single,2,1,11.0,1.0,1.0,2.0,140,1,0
51080,11.0,Computer,3,14.0,CC,Female,3.0,3,Mobile,3,Married,3,1,11.0,4.0,7.0,7.0,127,1,3
51081,9.0,Mobile Phone,1,8.0,Debit Card,Male,3.0,3,Mobile Phone,4,Single,2,0,12.0,1.0,1.0,0.0,114,1,2
51089,9.0,Phone,3,13.0,Debit Card,Male,2.0,3,Mobile,1,Married,2,1,21.0,1.0,1.0,2.0,123,1,3
51098,9.0,Mobile Phone,2,28.0,UPI,Male,2.0,5,Mobile Phone,3,Married,2,0,11.0,0.0,1.0,0.0,116,1,4
51099,10.0,Computer,3,15.0,Debit Card,Male,2.0,5,Grocery,3,Married,8,0,11.0,1.0,14.0,3.0,229,1,4
51112,0.0,Mobile Phone,3,19.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Married,6,1,13.0,2.0,2.0,2.0,161,1,1
51113,0.0,Mobile Phone,3,6.0,Debit Card,Male,2.0,5,Laptop & Accessory,4,Single,7,0,15.0,0.0,1.0,0.0,167,1,1
51122,9.0,Computer,2,14.0,UPI,Female,3.0,4,Mobile,1,Married,7,0,11.0,1.0,1.0,2.0,122,1,4
51125,0.0,Phone,3,15.0,E wallet,Female,3.0,5,Mobile,4,Single,2,0,13.0,1.0,2.0,2.0,128,1,2
51131,0.0,Mobile Phone,3,22.0,Debit Card,Female,3.0,3,Fashion,5,Single,3,1,20.0,0.0,1.0,0.0,186,1,0
51133,0.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,3,Married,3,0,13.0,1.0,1.0,0.0,182,1,4
51138,6.0,Computer,1,14.0,COD,Male,2.0,4,Mobile,3,Married,10,1,16.0,1.0,1.0,0.0,124,1,3
51147,0.0,Phone,3,13.0,E wallet,Male,3.0,3,Mobile,4,Single,2,0,13.0,1.0,1.0,0.0,127,1,2
51149,0.0,Phone,1,14.0,CC,Female,3.0,3,Mobile,5,Married,2,1,17.0,0.0,1.0,0.0,124,1,3
51155,7.0,Computer,1,14.0,CC,Male,2.0,3,Mobile,4,Married,2,1,12.0,1.0,2.0,3.0,123,1,3
51157,0.0,Mobile Phone,3,33.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Single,2,1,18.0,0.0,7.0,7.0,158,1,1
51166,0.0,Computer,1,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,5,0,17.0,0.0,1.0,7.0,153,1,4
51167,0.0,Phone,1,16.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Single,2,0,15.0,0.0,1.0,8.0,142,1,2
51173,9.0,Phone,2,26.0,CC,Female,3.0,3,Mobile,4,Married,1,1,11.0,0.0,1.0,4.0,121,1,3
51174,9.0,Mobile Phone,1,27.0,Credit Card,Female,3.0,3,Laptop & Accessory,4,Married,5,0,22.0,1.0,3.0,7.0,189,1,4
51188,0.0,Phone,2,24.0,UPI,Male,3.0,1,Mobile,5,Married,1,0,17.0,1.0,1.0,0.0,130,1,4
51189,0.0,Phone,2,14.0,UPI,Male,2.0,4,Mobile,5,Married,5,1,15.0,1.0,2.0,0.0,123,1,3
51202,0.0,Mobile Phone,3,8.0,E wallet,Male,2.0,4,Laptop & Accessory,4,Single,8,1,12.0,2.0,2.0,2.0,199,1,1
51208,0.0,Computer,1,14.0,Debit Card,Male,3.0,4,Mobile,1,Single,2,1,24.0,1.0,1.0,0.0,124,1,0
51209,9.0,Mobile Phone,3,16.0,Debit Card,Female,3.0,3,Fashion,4,Married,6,0,21.0,0.0,1.0,7.0,173,1,4
51214,0.0,Mobile Phone,3,15.0,Credit Card,Male,2.0,3,Mobile Phone,1,Single,2,0,13.0,0.0,1.0,0.0,111,1,2
51215,0.0,Phone,1,14.0,Debit Card,Male,3.0,3,Mobile,4,Single,2,1,23.0,1.0,1.0,0.0,125,1,0
51229,9.0,Computer,1,22.0,COD,Male,2.0,5,Mobile,5,Married,2,1,23.0,3.0,3.0,0.0,123,1,3
51230,19.0,Phone,1,14.0,Debit Card,Male,3.0,3,Mobile,1,Single,2,0,16.0,0.0,1.0,0.0,126,1,2
51241,0.0,Computer,3,30.0,Cash on Delivery,Male,2.0,1,Mobile Phone,5,Single,2,0,17.0,1.0,1.0,0.0,111,1,2
51245,0.0,Mobile Phone,3,19.0,E wallet,Female,2.0,3,Laptop & Accessory,3,Single,4,1,11.0,2.0,2.0,2.0,199,1,1
51251,0.0,Computer,1,14.0,Debit Card,Female,2.0,1,Mobile,3,Single,4,1,14.0,0.0,1.0,3.0,124,1,0
51255,0.0,Computer,2,28.0,UPI,Female,3.0,4,Mobile,4,Married,2,0,12.0,1.0,1.0,0.0,129,1,4
51266,0.0,Phone,1,14.0,COD,Male,2.0,4,Mobile,1,Married,6,0,12.0,0.0,1.0,3.0,124,1,4
51271,0.0,Computer,3,32.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Married,2,1,11.0,0.0,1.0,8.0,156,1,1
51272,16.0,Mobile Phone,3,30.0,Debit Card,Male,3.0,3,Fashion,5,Single,7,1,13.0,2.0,2.0,2.0,204,1,0
51314,9.0,Computer,3,15.0,E wallet,Male,2.0,3,Mobile Phone,5,Married,2,0,19.0,1.0,1.0,0.0,118,1,4
51318,0.0,Phone,1,6.0,Credit Card,Male,2.0,3,Mobile Phone,1,Married,10,1,14.0,2.0,2.0,2.0,148,1,3
51320,19.0,Phone,1,14.0,COD,Male,3.0,3,Mobile,3,Married,9,0,11.0,6.0,9.0,8.0,123,1,4
51328,13.0,Computer,3,6.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,8,0,12.0,1.0,1.0,1.0,167,1,1
51337,13.0,Mobile Phone,3,34.0,E wallet,Male,2.0,4,Fashion,5,Married,5,1,13.0,0.0,2.0,0.0,209,1,3
51346,4.0,Mobile Phone,3,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Single,9,1,11.0,0.0,1.0,5.0,160,1,1
51348,9.0,Phone,1,8.0,UPI,Male,3.0,4,Mobile,3,Single,7,1,15.0,0.0,1.0,0.0,121,1,0
51350,0.0,Phone,1,8.0,CC,Male,2.0,3,Mobile,4,Married,10,0,12.0,1.0,2.0,2.0,135,1,4
51360,9.0,Phone,1,30.0,Debit Card,Male,2.0,4,Mobile,3,Single,6,1,14.0,0.0,1.0,3.0,120,1,0
51367,0.0,Phone,3,15.0,Debit Card,Male,2.0,4,Mobile,5,Single,8,0,23.0,0.0,1.0,3.0,134,1,2
51370,0.0,Phone,1,12.0,CC,Male,3.0,3,Mobile,5,Single,3,0,11.0,0.0,1.0,3.0,130,1,2
51372,0.0,Computer,1,22.0,Debit Card,Female,3.0,5,Mobile Phone,5,Single,2,1,22.0,0.0,6.0,7.0,139,1,0
51379,9.0,Phone,3,11.0,Cash on Delivery,Male,2.0,3,Laptop & Accessory,1,Married,4,0,14.0,0.0,1.0,0.0,121,1,1
51380,9.0,Phone,1,6.0,CC,Male,3.0,3,Mobile,1,Married,3,1,16.0,0.0,2.0,0.0,123,1,3
51382,13.0,Phone,3,9.0,E wallet,Male,3.0,4,Mobile,3,Married,2,1,14.0,1.0,1.0,2.0,127,1,3
51384,9.0,Phone,1,11.0,Debit Card,Female,2.0,4,Mobile,5,Married,10,1,14.0,1.0,1.0,0.0,134,1,3
51388,9.0,Phone,1,31.0,Debit Card,Male,2.0,5,Mobile,3,Single,2,0,12.0,0.0,1.0,1.0,123,1,2
51391,4.0,Mobile Phone,1,18.0,Cash on Delivery,Female,2.0,3,Others,3,Married,2,0,15.0,1.0,15.0,8.0,295,1,4
51396,11.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Fashion,3,Single,10,1,13.0,0.0,1.0,0.0,154,1,0
51397,0.0,Phone,1,11.0,COD,Male,2.0,3,Mobile,3,Single,2,1,13.0,0.0,2.0,2.0,134,1,0
51415,0.0,Phone,1,15.0,CC,Male,3.0,4,Mobile,3,Married,1,1,17.0,1.0,1.0,0.0,134,1,3
51435,9.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,4,Fashion,1,Single,2,0,16.0,3.0,4.0,7.0,196,1,2
51446,9.0,Phone,2,12.0,UPI,Male,3.0,3,Mobile,5,Married,5,1,22.0,0.0,1.0,2.0,121,1,3
51448,0.0,Computer,1,12.0,Debit Card,Female,3.0,4,Mobile,1,Single,2,1,18.0,0.0,1.0,0.0,129,1,0
51457,0.0,Computer,1,13.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,2,1,24.0,1.0,1.0,6.0,161,1,0
51468,19.0,Mobile Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,4,Married,10,1,18.0,3.0,4.0,3.0,150,1,3
51470,0.0,Mobile Phone,3,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,5,1,18.0,0.0,7.0,7.0,162,1,1
51472,20.0,Mobile Phone,1,29.0,Credit Card,Female,3.0,3,Fashion,1,Married,2,0,12.0,7.0,15.0,6.0,203,1,4
51473,9.0,Mobile Phone,3,28.0,E wallet,Male,2.0,3,Mobile Phone,3,Single,2,1,19.0,1.0,1.0,0.0,117,1,0
51478,0.0,Phone,3,26.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Married,4,1,11.0,0.0,2.0,2.0,146,1,1
51482,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Fashion,1,Single,3,0,15.0,1.0,1.0,3.0,207,1,2
51486,0.0,Phone,1,15.0,Credit Card,Female,2.0,3,Mobile Phone,5,Single,8,0,22.0,1.0,1.0,4.0,142,1,2
51517,0.0,Computer,3,14.0,COD,Female,3.0,5,Mobile,5,Single,1,0,21.0,1.0,1.0,0.0,123,1,2
51523,0.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,1,Single,2,0,22.0,1.0,1.0,0.0,111,1,2
51528,4.0,Phone,3,26.0,E wallet,Female,3.0,3,Mobile,4,Single,2,1,22.0,0.0,1.0,2.0,131,1,0
51538,0.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,4,1,13.0,1.0,1.0,1.0,159,1,3
51550,1.0,Mobile Phone,1,35.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,8,1,19.0,1.0,1.0,0.0,167,1,3
51551,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Fashion,1,Married,2,0,22.0,0.0,1.0,9.0,176,1,4
51556,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Fashion,1,Married,2,0,11.0,6.0,9.0,8.0,204,1,4
51560,0.0,Phone,1,14.0,COD,Female,2.0,3,Mobile,5,Single,6,1,11.0,0.0,1.0,4.0,127,1,0
51562,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,1.0,1.0,1.0,167,1,1
51563,9.0,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,3,Single,1,0,14.0,0.0,1.0,5.0,121,1,2
51575,0.0,Phone,1,14.0,CC,Male,2.0,4,Mobile,1,Single,2,1,13.0,0.0,1.0,1.0,124,1,0
51580,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,1,Married,6,1,13.0,1.0,1.0,4.0,124,1,3
51582,0.0,Phone,1,8.0,Debit Card,Female,3.0,3,Mobile,5,Married,8,0,20.0,1.0,1.0,7.0,127,1,4
51585,0.0,Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,1,1,14.0,0.0,1.0,2.0,137,1,0
51596,0.0,Computer,1,16.0,Credit Card,Male,3.0,3,Fashion,3,Married,7,0,11.0,0.0,1.0,0.0,200,1,4
51605,0.0,Computer,1,35.0,Credit Card,Male,3.0,4,Mobile,4,Single,1,0,11.0,0.0,1.0,4.0,135,1,2
51610,0.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,3,Single,3,0,11.0,0.0,1.0,0.0,135,1,2
51617,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Fashion,4,Married,2,1,12.0,4.0,9.0,3.0,218,1,3
51620,0.0,Phone,1,9.0,CC,Male,3.0,4,Mobile,3,Single,2,0,17.0,1.0,1.0,0.0,132,1,2
51632,7.0,Computer,1,30.0,Debit Card,Male,3.0,3,Mobile,3,Married,4,1,22.0,0.0,1.0,0.0,132,1,3
51634,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,4,Married,3,1,13.0,1.0,1.0,2.0,124,1,3
51639,0.0,Mobile Phone,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,1,Single,2,1,12.0,4.0,7.0,4.0,158,1,1
51642,9.0,Mobile Phone,1,9.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,2,0,13.0,1.0,1.0,0.0,114,1,2
51663,15.0,Phone,1,14.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Married,3,0,15.0,7.0,7.0,7.0,149,1,4
51669,0.0,Phone,1,8.0,CC,Male,2.0,5,Mobile,1,Married,6,1,13.0,1.0,2.0,2.0,135,1,3
51673,2.0,Mobile Phone,3,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,5,1,18.0,1.0,1.0,0.0,152,1,1
51682,9.0,Phone,1,14.0,UPI,Male,3.0,5,Mobile,5,Married,2,1,11.0,0.0,1.0,7.0,121,1,3
51703,9.0,Computer,3,6.0,Cash on Delivery,Female,3.0,4,Mobile,4,Single,2,1,11.0,1.0,1.0,2.0,122,1,0
51709,0.0,Phone,3,11.0,E wallet,Female,3.0,3,Mobile,3,Single,2,1,13.0,0.0,1.0,0.0,129,1,0
51712,4.0,Computer,3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,0,18.0,4.0,7.0,7.0,194,1,1
51714,3.0,Mobile Phone,3,28.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,3,1,12.0,1.0,1.0,0.0,164,1,1
51716,0.0,Phone,3,18.0,Debit Card,Female,3.0,1,Mobile,4,Single,2,0,15.0,0.0,1.0,0.0,127,1,2
51724,0.0,Computer,3,25.0,E wallet,Male,3.0,1,Laptop & Accessory,1,Single,9,1,13.0,0.0,1.0,4.0,153,1,1
51728,0.0,Computer,1,9.0,COD,Male,3.0,3,Mobile,5,Single,1,0,22.0,0.0,1.0,4.0,131,1,2
51731,9.0,Computer,1,10.0,COD,Male,2.0,3,Mobile,1,Single,10,1,23.0,1.0,1.0,0.0,123,1,0
51751,0.0,Phone,1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Married,6,0,13.0,1.0,1.0,2.0,140,1,4
51760,0.0,Phone,3,6.0,COD,Female,3.0,3,Mobile,4,Single,2,1,16.0,0.0,1.0,4.0,132,1,0
51761,0.0,Computer,3,14.0,E wallet,Female,2.0,5,Mobile,3,Married,1,0,16.0,0.0,1.0,0.0,124,1,4
51767,0.0,Phone,1,14.0,COD,Female,3.0,4,Mobile,4,Married,6,0,16.0,1.0,1.0,1.0,125,1,4
51768,0.0,Phone,2,14.0,COD,Male,2.0,4,Mobile,1,Single,2,0,12.0,0.0,1.0,0.0,126,1,2
51781,0.0,Mobile Phone,1,21.0,Credit Card,Male,2.0,3,Fashion,3,Married,8,1,12.0,3.0,2.0,7.0,236,1,3
51782,0.0,Phone,1,16.0,CC,Male,2.0,5,Mobile,1,Married,8,0,13.0,0.0,1.0,3.0,134,1,4
51785,0.0,Computer,1,26.0,Debit Card,Male,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,0.0,198,1,4
51786,0.0,Computer,2,29.0,UPI,Female,2.0,3,Fashion,5,Married,10,1,15.0,1.0,1.0,2.0,200,1,3
51789,0.0,Computer,1,10.0,COD,Male,3.0,4,Mobile Phone,3,Single,6,0,16.0,0.0,1.0,2.0,139,1,2
51799,0.0,Computer,2,23.0,Debit Card,Female,3.0,3,Mobile,3,Married,1,1,11.0,0.0,1.0,0.0,127,1,3
51803,9.0,Computer,3,11.0,E wallet,Male,3.0,3,Mobile Phone,4,Single,2,1,14.0,1.0,1.0,0.0,119,1,0
51809,0.0,Phone,1,14.0,COD,Male,3.0,5,Mobile,1,Single,2,1,18.0,0.0,1.0,0.0,123,1,0
51815,0.0,Computer,3,17.0,UPI,Male,2.0,1,Laptop & Accessory,3,Married,9,0,12.0,1.0,1.0,2.0,147,1,1
51825,0.0,Computer,1,13.0,Debit Card,Female,3.0,3,Mobile,3,Married,2,1,16.0,0.0,1.0,2.0,129,1,3
51828,0.0,Phone,3,19.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Married,3,0,17.0,0.0,1.0,2.0,142,1,1
51841,0.0,Phone,3,8.0,E wallet,Male,3.0,3,Mobile,5,Married,1,0,11.0,1.0,1.0,2.0,130,1,4
51850,8.0,Computer,3,32.0,Debit Card,Female,3.0,3,Laptop & Accessory,5,Married,3,0,14.0,0.0,1.0,0.0,143,1,1
51859,0.0,Mobile Phone,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Single,2,1,11.0,1.0,1.0,1.0,110,1,0
51860,0.0,Computer,1,9.0,Debit Card,Male,3.0,3,Mobile,5,Single,2,1,11.0,5.0,9.0,7.0,133,1,0
51871,0.0,Phone,3,9.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Single,10,0,14.0,1.0,2.0,0.0,146,1,1
51874,13.0,Computer,3,14.0,COD,Male,2.0,3,Laptop & Accessory,3,Married,4,1,14.0,0.0,1.0,3.0,168,1,1
51886,9.0,Phone,1,6.0,Debit Card,Female,3.0,5,Mobile,4,Single,8,1,13.0,1.0,3.0,7.0,122,1,0
51893,5.0,Computer,1,25.0,CC,Male,3.0,1,Mobile,3,Married,7,1,12.0,0.0,2.0,2.0,128,1,3
51908,0.0,Phone,1,6.0,UPI,Male,3.0,3,Mobile,1,Single,2,1,13.0,6.0,7.0,8.0,127,1,0
51912,10.0,Computer,3,33.0,Debit Card,Female,3.0,1,Laptop & Accessory,3,Single,5,1,12.0,0.0,1.0,3.0,164,1,1
51914,18.0,Mobile Phone,1,8.0,Credit Card,Male,3.0,3,Others,5,Married,6,1,15.0,1.0,1.0,4.0,299,1,3
51919,0.0,Mobile Phone,3,14.0,COD,Male,2.0,4,Laptop & Accessory,5,Single,7,0,17.0,0.0,1.0,2.0,153,1,1
51931,9.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,1,Mobile Phone,5,Married,2,1,21.0,0.0,1.0,0.0,116,1,3
51935,0.0,Phone,1,14.0,Debit Card,Female,2.0,4,Mobile,5,Married,2,1,11.0,0.0,1.0,0.0,123,1,3
51937,0.0,Mobile Phone,3,22.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Single,6,0,15.0,1.0,1.0,2.0,153,1,1
51941,20.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Others,4,Single,8,1,15.0,7.0,13.0,8.0,292,1,0
51944,0.0,Phone,1,8.0,Credit Card,Male,2.0,3,Mobile Phone,3,Single,7,0,17.0,2.0,2.0,1.0,144,1,2
51953,12.0,Mobile Phone,3,17.0,E wallet,Female,2.0,3,Fashion,1,Married,2,0,18.0,0.0,7.0,7.0,177,1,4
51954,18.0,Mobile Phone,3,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Single,5,0,16.0,1.0,7.0,3.0,152,1,1
51960,0.0,Computer,1,14.0,CC,Female,2.0,4,Mobile,3,Married,2,1,14.0,0.0,1.0,7.0,124,1,3
51982,9.0,Computer,1,31.0,Debit Card,Female,3.0,3,Mobile,4,Married,2,1,19.0,6.0,7.0,8.0,120,1,3
51991,0.0,Phone,3,6.0,CC,Female,3.0,4,Mobile,3,Married,7,1,19.0,1.0,1.0,2.0,128,1,3
52002,0.0,Phone,1,31.0,Debit Card,Male,3.0,3,Mobile,1,Single,2,1,24.0,0.0,1.0,1.0,128,1,0
52006,20.0,Computer,1,14.0,Debit Card,Male,2.0,4,Mobile,1,Married,10,1,14.0,1.0,1.0,0.0,124,1,3
52008,9.0,Phone,3,8.0,CC,Female,2.0,4,Mobile,3,Single,2,0,13.0,1.0,1.0,2.0,120,1,2
52009,0.0,Phone,1,24.0,UPI,Female,3.0,3,Mobile,1,Single,2,0,19.0,1.0,1.0,0.0,127,1,2
52012,0.0,Phone,1,9.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Married,1,1,19.0,1.0,1.0,2.0,142,1,3
52013,4.0,Phone,1,8.0,Debit Card,Female,3.0,5,Mobile,1,Married,5,1,13.0,0.0,1.0,0.0,128,1,3
52015,2.0,Phone,1,14.0,CC,Male,3.0,3,Mobile,5,Married,8,1,21.0,1.0,2.0,2.0,124,1,3
52029,0.0,Phone,3,14.0,E wallet,Male,2.0,4,Mobile,4,Married,2,1,18.0,0.0,1.0,0.0,124,1,3
52034,9.0,Phone,3,27.0,UPI,Male,2.0,4,Mobile,4,Single,2,1,13.0,1.0,1.0,0.0,121,1,0
52035,0.0,Phone,1,10.0,COD,Male,3.0,3,Mobile,5,Single,2,0,19.0,1.0,1.0,0.0,130,1,2
52039,0.0,Mobile Phone,3,9.0,Debit Card,Male,2.0,4,Fashion,1,Married,2,1,11.0,3.0,3.0,7.0,203,1,3
52046,20.0,Phone,1,14.0,COD,Male,2.0,3,Mobile,3,Single,5,0,24.0,0.0,1.0,0.0,125,1,2
52052,3.0,Computer,3,30.0,Debit Card,Female,3.0,1,Grocery,4,Single,5,1,16.0,1.0,2.0,0.0,232,1,0
52055,0.0,Computer,1,14.0,CC,Male,2.0,4,Mobile,5,Single,1,1,22.0,0.0,1.0,2.0,123,1,0
52057,0.0,Phone,1,14.0,Debit Card,Female,3.0,4,Mobile,5,Single,7,1,20.0,1.0,1.0,0.0,124,1,0
52066,9.0,Phone,1,28.0,Debit Card,Female,2.0,3,Mobile,3,Married,5,1,11.0,0.0,1.0,1.0,121,1,3
52071,0.0,Phone,1,20.0,UPI,Male,2.0,4,Mobile Phone,4,Married,2,1,24.0,1.0,1.0,2.0,137,1,3
52077,0.0,Phone,1,14.0,CC,Female,3.0,4,Mobile,5,Single,2,1,15.0,1.0,1.0,0.0,126,1,0
52078,0.0,Computer,1,14.0,CC,Female,2.0,3,Mobile,4,Single,1,0,17.0,0.0,1.0,2.0,124,1,2
52087,0.0,Mobile Phone,3,11.0,E wallet,Male,2.0,3,Others,3,Married,7,0,13.0,1.0,1.0,0.0,283,1,4
52090,0.0,Phone,1,17.0,Credit Card,Female,3.0,5,Laptop & Accessory,4,Married,6,0,15.0,1.0,1.0,0.0,148,1,4
52094,0.0,Computer,3,35.0,Credit Card,Male,3.0,5,Laptop & Accessory,5,Single,9,0,18.0,1.0,2.0,2.0,150,1,1
52095,15.0,Mobile Phone,3,8.0,E wallet,Female,2.0,5,Others,1,Married,2,0,15.0,3.0,6.0,9.0,298,1,4
52098,0.0,Phone,1,22.0,Debit Card,Female,3.0,1,Mobile,5,Single,2,0,16.0,3.0,15.0,14.0,127,1,2
52107,0.0,Phone,1,21.0,UPI,Male,2.0,3,Laptop & Accessory,3,Married,8,0,14.0,0.0,1.0,0.0,148,1,4
52108,9.0,Computer,1,8.0,Debit Card,Male,2.0,3,Mobile,5,Married,7,1,14.0,0.0,1.0,2.0,120,1,3
52122,0.0,Computer,3,14.0,E wallet,Female,2.0,3,Mobile,1,Single,2,1,14.0,1.0,1.0,2.0,123,1,0
52123,9.0,Mobile Phone,1,16.0,Debit Card,Female,2.0,4,Mobile Phone,5,Single,2,0,13.0,0.0,1.0,0.0,114,1,2
52126,0.0,Computer,1,30.0,COD,Male,3.0,4,Fashion,5,Single,2,0,12.0,1.0,1.0,9.0,187,1,2
52135,7.0,Mobile Phone,2,6.0,Credit Card,Male,3.0,4,Fashion,5,Married,10,0,14.0,2.0,3.0,6.0,205,1,4
52137,0.0,Mobile Phone,3,10.0,Cash on Delivery,Male,2.0,3,Fashion,5,Single,1,1,22.0,2.0,4.0,7.0,196,1,0
52138,0.0,Computer,1,35.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Single,2,0,22.0,2.0,3.0,8.0,145,1,2
52142,0.0,Phone,1,10.0,COD,Male,2.0,3,Mobile Phone,1,Married,2,1,15.0,4.0,5.0,6.0,137,1,3
52143,0.0,Phone,1,14.0,CC,Male,2.0,3,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,124,1,4
52144,0.0,Phone,1,31.0,CC,Male,2.0,4,Mobile,4,Single,5,1,20.0,1.0,2.0,2.0,123,1,0
52146,0.0,Computer,1,14.0,CC,Male,2.0,4,Mobile,4,Married,2,0,15.0,1.0,1.0,0.0,126,1,4
52147,13.0,Computer,3,6.0,UPI,Male,2.0,3,Laptop & Accessory,3,Single,4,1,14.0,1.0,1.0,0.0,147,1,1
52159,2.0,Computer,1,8.0,Debit Card,Male,2.0,3,Grocery,1,Married,8,0,11.0,10.0,11.0,3.0,222,1,4
52174,9.0,Computer,1,14.0,CC,Male,3.0,3,Mobile,3,Single,2,0,12.0,1.0,1.0,0.0,119,1,2
52175,0.0,Mobile Phone,3,15.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Single,4,1,17.0,0.0,1.0,3.0,182,1,1
52177,0.0,Computer,1,14.0,CC,Male,3.0,3,Mobile,3,Married,2,0,12.0,1.0,2.0,2.0,126,1,4
52182,0.0,Mobile Phone,3,29.0,Debit Card,Female,2.0,4,Fashion,5,Married,2,0,13.0,1.0,3.0,10.0,173,1,4
52184,5.0,Computer,3,18.0,Debit Card,Male,2.0,3,Grocery,5,Single,1,1,12.0,2.0,2.0,14.0,238,1,0
52188,0.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile,1,Married,2,1,11.0,1.0,1.0,0.0,125,1,3
52195,6.0,Mobile Phone,3,15.0,E wallet,Female,2.0,5,Laptop & Accessory,3,Single,9,0,13.0,0.0,1.0,3.0,153,1,1
52203,7.0,Phone,1,16.0,Debit Card,Male,3.0,3,Mobile,3,Single,2,1,11.0,1.0,1.0,2.0,129,1,0
52206,0.0,Computer,1,9.0,Debit Card,Male,3.0,4,Mobile,1,Married,1,1,11.0,0.0,1.0,0.0,129,1,3
52210,9.0,Computer,1,11.0,Debit Card,Male,3.0,4,Mobile,5,Married,7,0,17.0,0.0,1.0,0.0,121,1,4
52217,9.0,Phone,1,23.0,Debit Card,Female,3.0,3,Mobile,4,Married,2,0,13.0,1.0,1.0,0.0,122,1,4
52238,9.0,Computer,1,16.0,CC,Female,3.0,4,Mobile Phone,4,Single,2,1,25.0,0.0,1.0,0.0,119,1,0
52257,0.0,Computer,3,30.0,Debit Card,Male,3.0,5,Mobile Phone,1,Single,2,1,14.0,1.0,1.0,0.0,111,1,0
52259,8.0,Mobile Phone,3,8.0,E wallet,Female,3.0,5,Others,4,Single,3,1,16.0,1.0,1.0,11.0,288,1,0
52261,0.0,Computer,1,14.0,Debit Card,Female,2.0,4,Mobile,3,Single,2,0,20.0,1.0,2.0,2.0,126,1,2
52274,7.0,Mobile Phone,1,21.0,Credit Card,Female,3.0,3,Fashion,1,Married,2,0,11.0,0.0,1.0,5.0,180,1,4
52278,0.0,Phone,1,13.0,COD,Female,2.0,3,Mobile,3,Married,4,1,13.0,4.0,7.0,7.0,133,1,3
52285,0.0,Phone,1,13.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,1.0,149,1,4
52286,2.0,Phone,1,29.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,1,0,13.0,0.0,1.0,3.0,139,1,2
